County,Organisation,Scheme,Amount Allocated
Westmeath,Castledaly GAA,2008,"50,000.00"
Westmeath,Castletown Finea/Coole/Whitehall GAA Club,2008,"14,000.00"
Westmeath,Clonkill Hurling Club,2008,"30,000.00"
Westmeath,D.S.L.C. Ltd.,2008,"50,000.00"
Westmeath,Kilbeggan Shamrocks GAA Club,2008,"110,000.00"
Westmeath,Lough Ree Yacht Club,2008,"25,000.00"
Westmeath,Mullingar Athletic AFC,2008,"150,000.00"
Westmeath,Mullingar Jets Swim Club,2008,"5,000.00"
Westmeath,Mullingar RFC,2008,"120,000.00"
Westmeath,Mullingar Sailing Club,2008,"8,000.00"
Westmeath,Mullingar Sub Aqua Club,2008,"25,000.00"
Westmeath,Rosemount GAA,2008,"25,000.00"
Westmeath,Tang GAA Club,2008,"55,000.00"
Westmeath,The Downs GAA Club,2008,"90,000.00"
Wexford,Ballyhogue GAA Club,2008,"60,000.00"
Wexford,Bannow Ballymitty GAA Club,2008,"70,000.00"
Wexford,Blackwater GAA Club,2008,"40,000.00"
Wexford,BUFFERS ALLEY GAA CLUB,2008,"60,000.00"
Wexford,Castletown Liam Mellows GAA Club,2008,"120,000.00"
Wexford,Coolcotts Gym Centre Ltd (Wexford Gymnastics),2008,"15,000.00"
Wexford,Corach Ramblers AFC,2008,"75,000.00"
Wexford,Faythe Harriers Hurling & Camogie Club,2008,"100,000.00"
Wexford,Ferns United FC,2008,"40,000.00"
Wexford,Forth Celtic AFC,2008,"100,000.00"
Wexford,Gorey Celtic FC,2008,"50,000.00"
Wexford,Gorey Community Badminton Centre,2008,"35,000.00"
Wexford,Gorey Gymnastics Club,2008,"2,500.00"
Wexford,Gorey RFC,2008,"40,000.00"
Wexford,Markav Gymnastics and Trampoline Club,2008,"3,000.00"
Wexford,Marshalstown / Castledockrell GAA Club,2008,"50,000.00"
Wexford,New Ross Boat Club,2008,"12,000.00"
Wexford,Rathgarogue/Cushinstown GAA Club,2008,"25,000.00"
Wexford,Saint Aidans Boxing Club,2008,"3,000.00"
Wexford,St Ibars/ St Josephs Boxing Club,2008,"4,000.00"
Wexford,St Josephs Club Community Centre,2008,"60,000.00"
Wexford,Wexford Borough Council,2008,"35,000.00"
Wexford,Wexford Borough Council Ferrybank,2008,"80,000.00"
Wexford,Wexford Swimming Club,2008,"4,000.00"
Wexford,Wexford Wanderers RFC,2008,"50,000.00"
Wicklow,An Tochar GAA Club,2008,"130,000.00"
Wicklow,Arklow Town AFC,2008,"100,000.00"
Wicklow,Arklow Town Council,2008,"100,000.00"
Wicklow,Asgard Swimming Club,2008,"2,000.00"
Wicklow,Ashford Rovers AFC,2008,"80,000.00"
Wicklow,Blessington GAA Club,2008,"190,000.00"
Wicklow,Bray Sailing Club,2008,"6,000.00"
Wicklow,Cobra Gymnastics Club,2008,"2,000.00"
Wicklow,Coolboy Community Development Group Ltd,2008,"95,000.00"
Wicklow,Cycling Ireland,2008,"100,000.00"
Wicklow,Donard/Glen Gaelic Football Club,2008,"93,000.00"
Wicklow,East Coast Taekwondo,2008,"2,000.00"
Wicklow,Greystones Sailing Club,2008,"10,000.00"
Wicklow,Rathnew GAA Club,2008,"120,000.00"
Wicklow,Shillelagh GAA,2008,"5,000.00"
Wicklow,St Peters Bhoys,2008,"6,000.00"
Wicklow,Tinahely NS/Tinahely Athletics Club,2008,"2,000.00"
Wicklow,Valleymount GAA Club,2008,"60,000.00"
Meath,Trim Area Recreation and Social Needs Company,2009,"1,000,000.00"
Dublin,Athletic Association of Ireland Ltd,2010,"14,500.00"
Dublin,Canoeing Ireland,2010,"60,000.00"
Dublin,Cricket Ireland,2010,"24,000.00"
Dublin,Cycling Ireland,2010,"96,000.00"
Dublin,Dublin City Council,2010,"3,000,000.00"
Dublin,Dun Laoghaire-Rathdown CoCo,2010,"100,000.00"
Dublin,GAA,2010,"393,000.00"
Dublin,Institute of Sport,2010,"600,000.00"
Dublin,Irish Amateur Boxing Association,2010,"120,000.00"
Dublin,Irish Amateur Boxing Association,2010,"1,000,000.00"
Dublin,Irish Clay Pigeon Shooting Association,2010,"34,000.00"
Dublin,Irish hockey Limited,2010,"27,500.00"
Dublin,Irish Rugby Football Union,2010,"290,000.00"
Dublin,Irish Sailing Association,2010,"250,000.00"
Dublin,Irish Table Tennis Association,2010,"50,000.00"
Dublin,Malahide Cricket Club,2010,"450,000.00"
Dublin,Modern pentathlon,2010,"36,000.00"
Dublin,Paralympics Ireland,2010,"173,000.00"
Dublin,Rowing Ireland,2010,"110,000.00"
Dublin,South Dublin County Council,2010,"2,250,000.00"
Dublin,Swim Ireland,2010,"15,500.00"
Dublin,Tennis Ireland,2010,"27,500.00"
Dublin,The Football Association of Ireland,2010,"500,000.00"
Dublin,Triathlon Ireland,2010,"12,000.00"
Limerick,Thomond Park Stadium Company Limited,2010,"3,000,000.00"
Tipperary,Roscrea Leisure Centre,2010,"800,000.00"
Dublin,Irish Amateur Boxing Association,2013,"1,000,000.00"
Carlow,Carlow County Council,2011 - Local Authority Shovel Ready Projects,"17,360.00"
Carlow,Carlow County Council,2011 - Local Authority Shovel Ready Projects,"22,950.00"
Carlow,Carlow County Council,2011 - Local Authority Shovel Ready Projects,"22,950.00"
Carlow,Carlow County Council,2011 - Local Authority Shovel Ready Projects,"22,950.00"
Cavan,Cavan County Council,2011 - Local Authority Shovel Ready Projects,"320,000.00"
Clare,Ennis Town Council Lees Road Sports and Amenity Park,2011 - Local Authority Shovel Ready Projects,"34,000.00"
Cork,Clonakilty Town Council - Deasy's Car Park,2011 - Local Authority Shovel Ready Projects,"18,149.00"
Cork,Cork County Council,2011 - Local Authority Shovel Ready Projects,"13,884.00"
Cork,Cork County Council,2011 - Local Authority Shovel Ready Projects,"13,884.00"
Cork,Cork County Council,2011 - Local Authority Shovel Ready Projects,"13,884.00"
Cork,Cork County Council,2011 - Local Authority Shovel Ready Projects,"13,884.00"
Cork,Cork County Council,2011 - Local Authority Shovel Ready Projects,"15,517.00"
Cork,Cork County Council,2011 - Local Authority Shovel Ready Projects,"15,517.00"
Cork,Cork County Council,2011 - Local Authority Shovel Ready Projects,"15,517.00"
Cork,Cork County Council,2011 - Local Authority Shovel Ready Projects,"15,517.00"
Cork,Cork County Council,2011 - Local Authority Shovel Ready Projects,"55,320.00"
Cork,Youghal Town Council - Sli na Slainte Walking Route,2011 - Local Authority Shovel Ready Projects,"12,709.00"
Dublin,Drathdown Co Co - Balawley,2011 - Local Authority Shovel Ready Projects,"24,962.00"
Dublin,Dublin City Council,2011 - Local Authority Shovel Ready Projects,"6,376.00"
Dublin,Dublin City Council,2011 - Local Authority Shovel Ready Projects,"12,598.00"
Dublin,Dublin City Council,2011 - Local Authority Shovel Ready Projects,"18,062.00"
Dublin,Dublin City Council,2011 - Local Authority Shovel Ready Projects,"18,099.00"
Dublin,Dublin City Council,2011 - Local Authority Shovel Ready Projects,"20,358.00"
Dublin,Dublin City Council,2011 - Local Authority Shovel Ready Projects,"21,492.00"
Dublin,Dublin City Council,2011 - Local Authority Shovel Ready Projects,"25,850.00"
Dublin,Dublin City Council,2011 - Local Authority Shovel Ready Projects,"30,582.00"
Dublin,Dublin City Council,2011 - Local Authority Shovel Ready Projects,"31,831.00"
Dublin,Dublin City Council,2011 - Local Authority Shovel Ready Projects,"32,954.00"
Dublin,Dublin City Council,2011 - Local Authority Shovel Ready Projects,"123,198.00"
Dublin,Dun Laoghaire-Rathdown CoCo,2011 - Local Authority Shovel Ready Projects,969
Dublin,Dun Laoghaire-Rathdown CoCo,2011 - Local Authority Shovel Ready Projects,"2,529.00"
Dublin,Dun Laoghaire-Rathdown CoCo,2011 - Local Authority Shovel Ready Projects,"4,624.00"
Dublin,Dun Laoghaire-Rathdown CoCo,2011 - Local Authority Shovel Ready Projects,"5,001.00"
Dublin,Dun Laoghaire-Rathdown CoCo,2011 - Local Authority Shovel Ready Projects,"5,058.00"
Dublin,Dun Laoghaire-Rathdown CoCo,2011 - Local Authority Shovel Ready Projects,"5,058.00"
Dublin,Dun Laoghaire-Rathdown CoCo,2011 - Local Authority Shovel Ready Projects,"5,058.00"
Dublin,Dun Laoghaire-Rathdown CoCo,2011 - Local Authority Shovel Ready Projects,"7,587.00"
Dublin,Dun Laoghaire-Rathdown CoCo,2011 - Local Authority Shovel Ready Projects,"8,308.00"
Dublin,Dun Laoghaire-Rathdown CoCo,2011 - Local Authority Shovel Ready Projects,"8,441.00"
Dublin,Dun Laoghaire-Rathdown CoCo,2011 - Local Authority Shovel Ready Projects,"11,801.00"
Dublin,Dun Laoghaire-Rathdown CoCo,2011 - Local Authority Shovel Ready Projects,"16,929.00"
Dublin,Dun Laoghaire-Rathdown CoCo,2011 - Local Authority Shovel Ready Projects,"18,808.00"
Dublin,Dun Laoghaire-Rathdown CoCo,2011 - Local Authority Shovel Ready Projects,"22,578.00"
Dublin,Dun Laoghaire-Rathdown CoCo,2011 - Local Authority Shovel Ready Projects,"24,590.00"
Dublin,Dun Laoghaire-Rathdown CoCo,2011 - Local Authority Shovel Ready Projects,"25,000.00"
Dublin,Dun Laoghaire-Rathdown CoCo,2011 - Local Authority Shovel Ready Projects,"64,690.00"
Dublin,Fingal County Council,2011 - Local Authority Shovel Ready Projects,"25,000.00"
Dublin,Fingal County Council,2011 - Local Authority Shovel Ready Projects,"276,000.00"
Dublin,South Dublin County Council,2011 - Local Authority Shovel Ready Projects,"10,200.00"
Dublin,South Dublin County Council,2011 - Local Authority Shovel Ready Projects,"10,200.00"
Dublin,South Dublin County Council,2011 - Local Authority Shovel Ready Projects,"10,200.00"
Dublin,South Dublin County Council,2011 - Local Authority Shovel Ready Projects,"10,200.00"
Dublin,South Dublin County Council,2011 - Local Authority Shovel Ready Projects,"10,200.00"
Dublin,South Dublin County Council,2011 - Local Authority Shovel Ready Projects,"10,200.00"
Dublin,South Dublin County Council,2011 - Local Authority Shovel Ready Projects,"10,200.00"
Dublin,South Dublin County Council,2011 - Local Authority Shovel Ready Projects,"10,200.00"
Dublin,South Dublin County Council,2011 - Local Authority Shovel Ready Projects,"10,200.00"
Dublin,South Dublin County Council,2011 - Local Authority Shovel Ready Projects,"10,200.00"
Dublin,South Dublin County Council,2011 - Local Authority Shovel Ready Projects,"20,400.00"
Kilkenny,KIlkenny County Council,2011 - Local Authority Shovel Ready Projects,"54,553.00"
Kilkenny,KIlkenny County Council,2011 - Local Authority Shovel Ready Projects,"68,807.00"
Laois,Laois County Council,2011 - Local Authority Shovel Ready Projects,"40,981.00"
Laois,Laois County Council,2011 - Local Authority Shovel Ready Projects,"40,981.00"
Laois,Laois County Council,2011 - Local Authority Shovel Ready Projects,"40,981.00"
Laois,Laois County Council,2011 - Local Authority Shovel Ready Projects,"62,300.00"
Limerick,Limerick City & County Council,2011 - Local Authority Shovel Ready Projects,"11,963.00"
Limerick,Limerick City & County Council,2011 - Local Authority Shovel Ready Projects,"18,813.00"
Limerick,Limerick City & County Council,2011 - Local Authority Shovel Ready Projects,"23,154.00"
Limerick,Limerick City & County Council,2011 - Local Authority Shovel Ready Projects,"23,223.00"
Limerick,Limerick City & County Council,2011 - Local Authority Shovel Ready Projects,"25,000.00"
Limerick,Limerick City & County Council,2011 - Local Authority Shovel Ready Projects,"48,521.00"
Louth,Louth County Council,2011 - Local Authority Shovel Ready Projects,"5,063.00"
Louth,Louth County Council,2011 - Local Authority Shovel Ready Projects,"16,860.00"
Louth,Louth County Council,2011 - Local Authority Shovel Ready Projects,"16,860.00"
Louth,Louth County Council,2011 - Local Authority Shovel Ready Projects,"70,000.00"
Louth,Louth County Council,2011 - Local Authority Shovel Ready Projects,"71,733.00"
Mayo,Mayo County Council,2011 - Local Authority Shovel Ready Projects,"68,248.00"
Mayo,Mayo County Council,2011 - Local Authority Shovel Ready Projects,"70,009.00"
Mayo,Mayo County Council,2011 - Local Authority Shovel Ready Projects,"75,142.00"
Mayo,Mayo County Council,2011 - Local Authority Shovel Ready Projects,"82,800.00"
Mayo,Mayo County Council,2011 - Local Authority Shovel Ready Projects,"85,000.00"
Mayo,Mayo County Council,2011 - Local Authority Shovel Ready Projects,"85,872.00"
Mayo,Mayo County Council,2011 - Local Authority Shovel Ready Projects,"103,995.00"
Mayo,Mayo County Council,2011 - Local Authority Shovel Ready Projects,"106,925.00"
Monaghan,Monaghan County Council,2011 - Local Authority Shovel Ready Projects,"7,000.00"
Monaghan,Monaghan Town Council - Peters Lake area Monaghan Town,2011 - Local Authority Shovel Ready Projects,"11,010.00"
Offaly,Offaly County Council,2011 - Local Authority Shovel Ready Projects,"15,745.00"
Offaly,Offaly County Council,2011 - Local Authority Shovel Ready Projects,"48,450.00"
Offaly,Offaly County Council,2011 - Local Authority Shovel Ready Projects,"48,450.00"
Offaly,Offaly County Council,2011 - Local Authority Shovel Ready Projects,"48,450.00"
Roscommon,Roscommon County Council,2011 - Local Authority Shovel Ready Projects,"17,508.00"
Roscommon,Roscommon County Council,2011 - Local Authority Shovel Ready Projects,"18,537.00"
Sligo,Sligo Borough Council - Sligo Regional Sports Centre,2011 - Local Authority Shovel Ready Projects,"55,420.00"
Sligo,Sligo County Council,2011 - Local Authority Shovel Ready Projects,"81,000.00"
Sligo,Sligo County Council,2011 - Local Authority Shovel Ready Projects,"140,000.00"
Sligo,Sligo County Council,2011 - Local Authority Shovel Ready Projects,"354,000.00"
Tipperary,North Tipperary Co Co - Lakeside Ballina,2011 - Local Authority Shovel Ready Projects,"66,428.00"
Tipperary,Tipperary County Council,2011 - Local Authority Shovel Ready Projects,"66,428.00"
Tipperary,Tipperary Town Council - Dundrum Road,2011 - Local Authority Shovel Ready Projects,"23,369.00"
Westmeath,Westmeath County Council,2011 - Local Authority Shovel Ready Projects,"25,000.00"
Wexford,Wexford County Council,2011 - Local Authority Shovel Ready Projects,"22,509.00"
Wexford,Wexford County Council,2011 - Local Authority Shovel Ready Projects,"23,904.00"
Wexford,Wexford County Council,2011 - Local Authority Shovel Ready Projects,"30,917.00"
Wexford,Wexford County Council,2011 - Local Authority Shovel Ready Projects,"31,892.00"
Wexford,Wexford County Council,2011 - Local Authority Shovel Ready Projects,"32,841.00"
Wexford,Wexford County Council,2011 - Local Authority Shovel Ready Projects,"106,579.00"
Wicklow,Arklow Town Council - Seaview Avenue Arklow,2011 - Local Authority Shovel Ready Projects,"85,000.00"
Wicklow,Wicklow County Council,2011 - Local Authority Shovel Ready Projects,"22,573.00"
Wicklow,Wicklow County Council,2011 - Local Authority Shovel Ready Projects,"52,075.00"
Wicklow,Wicklow County Council,2011 - Local Authority Shovel Ready Projects,"52,490.00"
Dublin,Irish Amateur Boxing Association,2011 - special allocations,"1,250,000.00"
Dublin,Swim Ireland,2011 - special allocations,"12,500.00"
Galway,Connacht Branch IRFU,2011 - special allocations,"424,000.00"
Dublin,Athletic Association of Ireland Ltd,2012 NGB Equipment Grants,"350,000.00"
Dublin,Badminton Ireland,2012 NGB Equipment Grants,"40,000.00"
Dublin,Badminton Ireland,2012 NGB Equipment Grants,"90,000.00"
Dublin,Canoeing Ireland,2012 NGB Equipment Grants,"75,000.00"
Dublin,Cricket Ireland,2012 NGB Equipment Grants,"105,921.00"
Dublin,GAA,2012 NGB Equipment Grants,"220,000.00"
Dublin,Institute of Sport,2012 NGB Equipment Grants,"121,489.00"
Dublin,Irish hockey Limited,2012 NGB Equipment Grants,"30,000.00"
Dublin,Irish Martial Arts Commission,2012 NGB Equipment Grants,"84,525.00"
Dublin,Irish Olympic Handball Association,2012 NGB Equipment Grants,"98,000.00"
Dublin,Irish Rugby Football Union,2012 NGB Equipment Grants,"257,517.00"
Dublin,Irish Sailing Association,2012 NGB Equipment Grants,"70,000.00"
Dublin,Irish Sailing Association,2012 NGB Equipment Grants,"400,000.00"
Dublin,Irish Table Tennis Association,2012 NGB Equipment Grants,"7,000.00"
Dublin,Irish Wheelchair Association-Sport,2012 NGB Equipment Grants,"160,228.00"
Dublin,Ladies Gaelic Football Association,2012 NGB Equipment Grants,"15,000.00"
Dublin,Special Olympics Ireland,2012 NGB Equipment Grants,"26,153.00"
Dublin,Swim Ireland,2012 NGB Equipment Grants,"249,586.00"
Dublin,The Football Association of Ireland,2012 NGB Equipment Grants,"220,000.00"
Dublin,The Motor Cycle Union of Ireland ( Southern Centre) Ltd,2012 NGB Equipment Grants,"16,867.00"
Dublin,Volleyball Association of Ireland,2012 NGB Equipment Grants,"11,390.00"
Dublin,Weightlifting Ireland,2012 NGB Equipment Grants,"20,430.00"
Kildare,Junior Golf Ireland,2012 NGB Equipment Grants,"17,500.00"
Westmeath,Community Games,2012 NGB Equipment Grants,"85,899.00"
Wexford,North End United AFC,2012 Special Allocations,"5,000.00"
Carlow,Ballinabranna Karate Club,2012 Sports Capital Programme,"5,000.00"
Carlow,Bennekerry District Active Retirement Association,2012 Sports Capital Programme,"2,000.00"
Carlow,Hanover Harps FC,2012 Sports Capital Programme,"46,000.00"
Carlow,Myshall Drumphea Senior Citizens,2012 Sports Capital Programme,"2,000.00"
Carlow,Naomh Brid Hurling Club,2012 Sports Capital Programme,"20,000.00"
Carlow,Palatine GAA Club,2012 Sports Capital Programme,"14,000.00"
Carlow,Presentation College,2012 Sports Capital Programme,"10,000.00"
Carlow,St Joseph's National School,2012 Sports Capital Programme,"20,600.00"
Carlow,St Laurence O'Toole Athletic Club,2012 Sports Capital Programme,"125,000.00"
Carlow,St Mullins GAA Club,2012 Sports Capital Programme,"77,000.00"
Carlow,Tinryland Tidy Towns,2012 Sports Capital Programme,"16,000.00"
Carlow,Tullow RFC,2012 Sports Capital Programme,"18,000.00"
Carlow,Vale Wanderers Football Club,2012 Sports Capital Programme,"16,000.00"
Cavan,Annalee AC,2012 Sports Capital Programme,"15,000.00"
Cavan,Ballyconnell & District Development Association,2012 Sports Capital Programme,"5,000.00"
Cavan,Butlersbridge Gaelic Football Club,2012 Sports Capital Programme,"80,000.00"
Cavan,Castlerahan Community Development Ltd,2012 Sports Capital Programme,"18,000.00"
Cavan,Cavan Amateur Boxing Club,2012 Sports Capital Programme,"9,000.00"
Cavan,Cavan and Monaghan ETB,2012 Sports Capital Programme,"137,378.00"
Cavan,Cavan County Council,2012 Sports Capital Programme,"60,000.00"
Cavan,Cavan Lawn Tennis Club,2012 Sports Capital Programme,"30,000.00"
Cavan,Cootehill Harps,2012 Sports Capital Programme,"40,000.00"
Cavan,Denn GFC,2012 Sports Capital Programme,"56,000.00"
Cavan,kill community development,2012 Sports Capital Programme,"15,000.00"
Cavan,MUNTERCONNAUGHT GAA CLUB,2012 Sports Capital Programme,"29,000.00"
Cavan,Ramor Water Sports Club,2012 Sports Capital Programme,"20,000.00"
Cavan,UCL Harps FC,2012 Sports Capital Programme,"45,000.00"
Cavan,Virginia Rugby Club,2012 Sports Capital Programme,"50,000.00"
Clare,Ballina Killaloe Rugby Football Club,2012 Sports Capital Programme,"14,000.00"
Clare,Broadford Gaelic Athletic Association Club,2012 Sports Capital Programme,"35,000.00"
Clare,Burren Outdoor Education Centre,2012 Sports Capital Programme,"40,000.00"
Clare,Burren Sub Aqua Club Ltd,2012 Sports Capital Programme,"30,000.00"
Clare,Castle Carraig Riding Club,2012 Sports Capital Programme,"10,519.00"
Clare,Clare Cascaders Basketball Club,2012 Sports Capital Programme,"7,000.00"
Clare,Clare District Soccer League,2012 Sports Capital Programme,"30,000.00"
Clare,Clarecastle GAA Club,2012 Sports Capital Programme,"45,000.00"
Clare,Clondegad GAA Club,2012 Sports Capital Programme,"50,000.00"
Clare,Clonlara GAA Club,2012 Sports Capital Programme,"70,000.00"
Clare,Corofin GAA Club,2012 Sports Capital Programme,"30,000.00"
Clare,Ennis Boxing Club,2012 Sports Capital Programme,"20,000.00"
Clare,Ennis West Judo,2012 Sports Capital Programme,"3,000.00"
Clare,Ennistymon Parish Project Community Centre Ltd,2012 Sports Capital Programme,"28,000.00"
Clare,Kilmaley GAA Club,2012 Sports Capital Programme,"80,000.00"
Clare,Kilnaboy Recreational Facilities Limited and Kilnaboy N.S.,2012 Sports Capital Programme,"8,000.00"
Clare,Lifford Oldtown AFC,2012 Sports Capital Programme,"40,000.00"
Clare,Park United Clare,2012 Sports Capital Programme,"20,000.00"
Clare,Scariff GAA Park Committee,2012 Sports Capital Programme,"35,000.00"
Clare,St Josephs Miltown Malbay GAA Club,2012 Sports Capital Programme,"80,000.00"
Clare,Tulla Athletic Club,2012 Sports Capital Programme,"9,000.00"
Clare,West Clare Sports & Fitness Club,2012 Sports Capital Programme,"22,000.00"
Clare,Wolfe Tones Camogie Club,2012 Sports Capital Programme,"24,000.00"
Cork,Aghinagh GAA Club,2012 Sports Capital Programme,"90,000.00"
Cork,Allihies Community Centre Ltd,2012 Sports Capital Programme,"18,000.00"
Cork,Ballinascarthy GAA Club,2012 Sports Capital Programme,"130,000.00"
Cork,Baltimore Sailing Club,2012 Sports Capital Programme,"9,000.00"
Cork,Bandon Rugby Club,2012 Sports Capital Programme,"70,000.00"
Cork,Banteer Community Sportsfield Ltd,2012 Sports Capital Programme,"22,000.00"
Cork,Bishopstown GAA Club,2012 Sports Capital Programme,"80,000.00"
Cork,Bride Rovers GAA,2012 Sports Capital Programme,"80,000.00"
Cork,Buttevant Boxing Club,2012 Sports Capital Programme,"8,000.00"
Cork,Carrigaline Tennis Club,2012 Sports Capital Programme,"80,000.00"
Cork,Castlehaven GAA Club,2012 Sports Capital Programme,"16,000.00"
Cork,Castlemartyr GAA Club,2012 Sports Capital Programme,"20,000.00"
Cork,Castleview AFC,2012 Sports Capital Programme,"25,000.00"
Cork,Clonakilty AFC,2012 Sports Capital Programme,"23,000.00"
Cork,Cloyne Hurling & Football Club,2012 Sports Capital Programme,"80,000.00"
Cork,Coachford AFC,2012 Sports Capital Programme,"50,000.00"
Cork,Cork Boat Club,2012 Sports Capital Programme,"50,000.00"
Cork,Cork Camogie Board,2012 Sports Capital Programme,"280,000.00"
Cork,Cork City Archery Club,2012 Sports Capital Programme,"6,000.00"
